id,informativeness,naturalness,quality,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
351,5.0,6.0,6.0,-3.3904099464416504,-2.990041971206665,"[0.9420193433761597, 0.8761932253837585]","[0.9073997139930725, 0.7733018398284912]","[0.9243854284286499, 0.8215384483337402]","[0.8, 0.6]","[0.6666666666666666, 0.46153846153846156]","[0.7272727223140496, 0.5217391255198489]","[0.5555555555555556, 0.2222222222222222]","[0.45454545454545453, 0.16666666666666666]","[0.4999999950500001, 0.19047618557823143]","[0.8, 0.5]","[0.6666666666666666, 0.38461538461538464]","[0.7272727223140496, 0.4347826037807184]","[0.6901041666666667, 0.4178459705049902]","[1.3165594234639305e-231, 1.3165594234639305e-231]","[0.7520584904650024, 0.4296553979218851]",0.9222420995185788,0.9859289524043465,0.9861332739263703,0.9639628897695715,0.9786750387000961
352,5.0,4.0,3.0,-3.2652077674865723,-3.369379997253418,"[0.8852989673614502, 0.8720289468765259]","[0.9209643602371216, 0.9504353404045105]","[0.9027795195579529, 0.9095455408096313]","[0.5833333333333334, 0.6666666666666666]","[0.6363636363636364, 0.8888888888888888]","[0.6086956471833649, 0.7619047570068028]","[0.4166666666666667, 0.4166666666666667]","[0.5, 0.625]","[0.4545454495867769, 0.4999999952000001]","[0.5833333333333334, 0.5833333333333334]","[0.6363636363636364, 0.7777777777777778]","[0.6086956471833649, 0.6666666617687076]","[0.6744586116170816, 0.8273979107312441]","[1.1200407237786664e-231, 1.1200407237786664e-231]","[0.6972401997373308, 0.6266445155241428]",0.8656504633177404,0.9853141577884782,0.984543638827057,0.9334454764897757,0.9677677577017704
353,4.0,3.0,4.0,-3.4829933643341064,-3.6891703605651855,"[0.9053894877433777, 0.8089213371276855]","[0.951398491859436, 0.8696686029434204]","[0.9278239607810974, 0.8381957411766052]","[0.9090909090909091, 0.7272727272727273]","[1.0, 0.8]","[0.9523809473922903, 0.7619047569160999]","[0.6666666666666666, 0.3333333333333333]","[0.8, 0.4]","[0.7272727223140496, 0.36363635867768596]","[0.8181818181818182, 0.6363636363636364]","[0.9, 0.7]","[0.8571428521541952, 0.6666666616780046]","[0.9653916211293262, 0.7281765541352564]","[1.2395288183339461e-231, 1.1200407237786664e-231]","[0.8031890120689295, 0.7314257535337774]",0.7661580911688889,0.9805493974993744,0.9831628874659861,0.1715538517420808,0.7117553789024805
354,5.0,5.5,5.5,-3.5536818504333496,-3.449279308319092,"[0.8541065454483032, 0.9354862570762634]","[0.7466182708740234, 0.8080687522888184]","[0.7967535257339478, 0.867121696472168]","[0.8333333333333334, 1.0]","[0.5555555555555556, 0.6]","[0.6666666618666668, 0.7499999953125]","[0.6666666666666666, 0.5]","[0.4444444444444444, 0.3]","[0.5333333285333334, 0.3749999953125]","[0.8333333333333334, 0.8333333333333334]","[0.5555555555555556, 0.5]","[0.6666666618666668, 0.6249999953125001]","[0.600907029478458, 0.6465517241379309]","[1.2882297539194154e-231, 1.1103055738259992e-231]","[0.5841065660019144, 0.5075061664007701]",0.8927764673231047,0.9738728589888058,0.9801137201033429,0.9235425722086861,0.959176383766945
355,5.0,5.5,5.0,-3.522328615188598,-2.872164487838745,"[1.0, 0.9788480997085571]","[1.0, 0.931718111038208]","[1.0, 0.9547017812728882]","[1.0, 1.0]","[1.0, 0.9]","[0.999999995, 0.9473684160664821]","[1.0, 0.875]","[1.0, 0.7]","[0.999999995, 0.7777777728395062]","[1.0, 1.0]","[1.0, 0.9]","[0.999999995, 0.9473684160664821]","[0.9995, 0.8203389830508474]","[1.3483065280626046e-231, 1.3483065280626046e-231]","[1.0, 0.7903316339370452]",0.9559435175133644,0.984430092691707,0.985691579719133,0.965918387557817,0.9786800199895523
356,6.0,5.0,5.0,-3.294389009475708,-3.3687777519226074,"[0.8418298959732056, 0.7303316593170166]","[0.8022518157958984, 0.6615235805511475]","[0.8215644359588623, 0.6942268013954163]","[0.5833333333333334, 0.5]","[0.5833333333333334, 0.375]","[0.5833333283333335, 0.4285714236734694]","[0.2727272727272727, 0.18181818181818182]","[0.23076923076923078, 0.13333333333333333]","[0.24999999503472223, 0.1538461489644972]","[0.4166666666666667, 0.3333333333333333]","[0.4166666666666667, 0.25]","[0.4166666616666667, 0.2857142808163266]","[0.3594805743243243, 0.3448487828866486]","[1.1409851298103347e-231, 1.2627076138080564e-231]","[0.42462037972406463, 0.20619601456696734]",0.8850471473824195,0.9864777150224971,0.9869472077517409,0.9610955771389758,0.9781734999710713
357,6.0,4.0,4.0,-4.37090539932251,-4.635138511657715,"[0.9637052416801453, 0.9460664987564087]","[0.9383451342582703, 0.862326979637146]","[0.95085608959198, 0.9022579193115234]","[1.0, 1.0]","[0.9090909090909091, 0.7692307692307693]","[0.9523809473922903, 0.8695652124763706]","[1.0, 0.8]","[0.9090909090909091, 0.5714285714285714]","[0.9523809473922903, 0.6666666618055556]","[1.0, 0.9]","[0.9090909090909091, 0.6923076923076923]","[0.9523809473922903, 0.78260869073724]","[0.9280792420327304, 0.7009680134680135]","[1.1640469867513693e-231, 1.1640469867513693e-231]","[0.8538880948974623, 0.613437229605371]",0.8214413087214857,0.837355636818065,0.9102101933803418,0.002686030284802152,0.5834172868277363
358,3.0,1.0,1.0,-5.105685234069824,-5.246016025543213,"[0.7873452305793762, 0.7477736473083496]","[0.6999473571777344, 0.7825000286102295]","[0.7410784363746643, 0.7647427916526794]","[0.6363636363636364, 0.7272727272727273]","[0.4666666666666667, 0.8888888888888888]","[0.5384615335798818, 0.79999999505]","[0.3, 0.5]","[0.2, 0.625]","[0.23999999520000007, 0.555555550617284]","[0.5454545454545454, 0.6363636363636364]","[0.4, 0.7777777777777778]","[0.46153845665680476, 0.6999999950500001]","[0.40364583333333337, 0.8436213991769549]","[1.1640469867513693e-231, 1.1640469867513693e-231]","[0.3561818563996052, 0.594150966799038]",0.6501572458266488,0.8517532419403335,0.874849968673857,0.001583454434215471,0.576062221682802
359,6.0,6.0,6.0,-3.168168783187866,-3.43174409866333,"[0.8669794797897339, 0.8367719054222107]","[0.8315421342849731, 0.8440415263175964]","[0.8488911390304565, 0.8403909802436829]","[0.7272727272727273, 0.5454545454545454]","[0.6666666666666666, 0.6666666666666666]","[0.6956521689224953, 0.5999999950500001]","[0.36363636363636365, 0.2727272727272727]","[0.3076923076923077, 0.3]","[0.3333333283680556, 0.2857142807256236]","[0.5454545454545454, 0.45454545454545453]","[0.5, 0.5555555555555556]","[0.5217391254442345, 0.4999999950500001]","[0.5597972972972972, 0.521694214876033]","[1.1409851298103347e-231, 1.1409851298103347e-231]","[0.5880645287318657, 0.6559910416023214]",0.8912196116866831,0.9830053869005463,0.985826647689146,0.655311669593642,0.8747145680611115
360,4.5,4.0,4.0,-3.076745748519897,-2.9017891883850098,[0.8590115308761597],[0.9490048885345459],[0.9017685651779175],[0.7],[0.875],[0.7777777728395062],[0.45454545454545453],[0.625],[0.5263157845983379],[0.6],[0.75],[0.6666666617283951],[0.8273979107312441],[1.2395288183339461e-231],[0.6057306469348482],0.9370579683913358,0.9873285551045086,0.9874723619762902,0.8090184547532,0.9279397906113328
361,5.0,4.0,3.5,-4.475069999694824,-4.470175743103027,"[0.8460167646408081, 0.7240824699401855]","[0.8369537591934204, 0.7847374677658081]","[0.8414608240127563, 0.753190815448761]","[0.8571428571428571, 0.5714285714285714]","[0.8571428571428571, 0.8]","[0.8571428521428571, 0.6666666618055556]","[0.5714285714285714, 0.21428571428571427]","[0.5333333333333333, 0.3]","[0.5517241329369797, 0.24999999513888896]","[0.7857142857142857, 0.5]","[0.7857142857142857, 0.7]","[0.7857142807142857, 0.5833333284722223]","[0.809533872720686, 0.6681451612903228]","[1.1988328686372911e-231, 1.1988328686372911e-231]","[0.5884192407462504, 0.4101819846013516]",0.6610582257917702,0.8470920782553903,0.9052959920649124,0.038878152149867375,0.59708874082339
362,5.5,4.0,5.0,-2.9130120277404785,-3.342421293258667,"[0.8780051469802856, 0.7675837278366089]","[0.9597023725509644, 0.826434850692749]","[0.917037844657898, 0.7959228754043579]","[0.7272727272727273, 0.5454545454545454]","[0.8888888888888888, 0.75]","[0.79999999505, 0.6315789424930748]","[0.5384615384615384, 0.23076923076923078]","[0.7, 0.3333333333333333]","[0.6086956472589792, 0.2727272678925621]","[0.6363636363636364, 0.5454545454545454]","[0.7777777777777778, 0.75]","[0.6999999950500001, 0.6315789424930748]","[0.8657691282324712, 0.6625884433962265]","[1.1988328686372911e-231, 1.0832677820940877e-231]","[0.6415012322588718, 0.47277184352286916]",0.928181037902788,0.9858108888908923,0.9863167726631156,0.8194002245144414,0.9305092953561497
363,6.0,4.5,5.0,-3.1992127895355225,-3.938786029815674,"[0.8905293941497803, 0.7251123189926147]","[0.9402410984039307, 0.731552004814148]","[0.9147103428840637, 0.72831791639328]","[0.9090909090909091, 0.8181818181818182]","[1.0, 0.75]","[0.9523809473922903, 0.7826086906616257]","[0.7142857142857143, 0.42857142857142855]","[0.8333333333333334, 0.42857142857142855]","[0.7692307642603551, 0.4285714235714286]","[0.9090909090909091, 0.5454545454545454]","[1.0, 0.5]","[0.9523809473922903, 0.5217391254442345]","[0.9810649611957458, 0.5663831360946745]","[1.0832677820940877e-231, 1.0832677820940877e-231]","[0.9408271017928064, 0.605010730625679]",0.8874791661731978,0.9660897928431877,0.9723864988269766,0.2539897823068021,0.7308220246589888
364,4.5,5.0,5.0,-3.4262890815734863,-3.693666934967041,"[0.9276549816131592, 0.9409221410751343]","[0.7961205244064331, 0.9720476269721985]","[0.8568692803382874, 0.9562315940856934]","[0.8333333333333334, 1.0]","[0.5, 1.0]","[0.6249999953125001, 0.999999995]","[0.3333333333333333, 1.0]","[0.2, 1.0]","[0.24999999531250006, 0.999999995]","[0.6666666666666666, 1.0]","[0.4, 1.0]","[0.49999999531250006, 0.999999995]","[0.5471498944405349, 0.9844782983615982]","[1.1368587676511996e-231, 9.55980462367717e-232]","[0.4574099405416512, 0.959237122804359]",0.8930886057246376,0.9763053108696574,0.9798513064878386,0.9386804514374958,0.9649456895983306
365,5.0,4.0,5.0,-3.497042417526245,-3.640172004699707,"[0.8080018162727356, 0.7948557138442993]","[0.8255094289779663, 0.9092873334884644]","[0.8166617751121521, 0.8482295274734497]","[0.6363636363636364, 0.6363636363636364]","[0.7, 1.0]","[0.6666666616780046, 0.7777777730246914]","[0.2727272727272727, 0.36363636363636365]","[0.3, 0.5714285714285714]","[0.2857142807256236, 0.44444443969135805]","[0.45454545454545453, 0.5454545454545454]","[0.5, 0.8571428571428571]","[0.47619047120181407, 0.6666666619135801]","[0.6336088154269972, 0.8823529411764706]","[1.1409851298103347e-231, 9.594503055152632e-232]","[0.5102286761882332, 0.525663454371595]",0.7957646915410292,0.9609596163635018,0.9692815913956545,0.45663205259376066,0.795624420117639
366,6.0,4.0,5.0,-3.30532169342041,-3.637676954269409,"[0.7305827140808105, 0.9999999403953552]","[0.7121926546096802, 0.9999999403953552]","[0.7212705016136169, 0.9999999403953552]","[0.36363636363636365, 1.0]","[0.4444444444444444, 1.0]","[0.39999999505, 0.999999995]","[0.3333333333333333, 1.0]","[0.36363636363636365, 1.0]","[0.3478260819659736, 0.999999995]","[0.36363636363636365, 1.0]","[0.4444444444444444, 1.0]","[0.39999999505, 0.999999995]","[0.48449914316871784, 0.9998177842565598]","[1.2395288183339461e-231, 1.2395288183339461e-231]","[0.4693313500905071, 1.0]",0.8720086779031239,0.9636965936957484,0.9720844507493939,0.6902483325593598,0.8753431256681674
367,5.5,4.0,5.0,-3.424863576889038,-3.6594505310058594,"[0.778323769569397, 0.7235361337661743]","[0.7449396848678589, 0.8418914079666138]","[0.7612658739089966, 0.7782396078109741]","[0.6923076923076923, 0.5384615384615384]","[0.6923076923076923, 0.875]","[0.6923076873076923, 0.6666666619501135]","[0.5, 0.3125]","[0.5333333333333333, 0.5]","[0.5161290272632676, 0.38461537988165684]","[0.6923076923076923, 0.46153846153846156]","[0.6923076923076923, 0.75]","[0.6923076873076923, 0.5714285667120181]","[0.6023997370151216, 0.7081196581196583]","[1.1640469867513693e-231, 1.0518351895246305e-231]","[0.5892585753069626, 0.5725397014165505]",0.8882327145964554,0.9422517859829661,0.9630448516159403,0.1515112735701541,0.6856026370563536
368,6.0,6.0,5.0,-3.485725879669189,-3.856032371520996,"[1.0000001192092896, 0.9111477136611938]","[1.0000001192092896, 0.8582319021224976]","[1.0000001192092896, 0.8838985562324524]","[1.0, 0.9166666666666666]","[1.0, 0.7333333333333333]","[0.999999995, 0.8148148098765432]","[1.0, 0.6153846153846154]","[1.0, 0.5]","[0.999999995, 0.5517241329845423]","[1.0, 0.6666666666666666]","[1.0, 0.5333333333333333]","[0.999999995, 0.592592587654321]","[0.9998518518518519, 0.759829355471002]","[1.1008876702055895e-231, 1.1008876702055895e-231]","[1.0, 0.5689725692102805]",0.7435037318560753,0.9480590977675827,0.959658046337905,0.5872087650098896,0.8316419697051257
369,5.5,6.0,5.5,-3.4776344299316406,-3.2041256427764893,"[1.0, 0.8358007669448853]","[1.0, 0.7836048603057861]","[1.0, 0.8088616728782654]","[1.0, 0.7777777777777778]","[1.0, 0.875]","[0.999999995, 0.823529406782007]","[1.0, 0.75]","[1.0, 0.8571428571428571]","[0.999999995, 0.7999999950222222]","[1.0, 0.7777777777777778]","[1.0, 0.875]","[0.999999995, 0.823529406782007]","[0.9995, 0.8722527472527472]","[1.3483065280626046e-231, 1.3483065280626046e-231]","[1.0, 0.7284940191648355]",0.9581891577626256,0.9849305278054535,0.9860879758442599,0.9637090166147466,0.97824250675482
370,6.0,5.0,5.0,-3.6031007766723633,-4.114905834197998,"[0.8143808841705322, 0.8617835640907288]","[0.8154109716415405, 0.8789860010147095]","[0.8148956298828125, 0.870299756526947]","[0.5333333333333333, 0.6]","[0.5714285714285714, 0.6428571428571429]","[0.5517241329369797, 0.6206896501783592]","[0.13333333333333333, 0.4]","[0.15384615384615385, 0.42857142857142855]","[0.14285713788265325, 0.41379309845422124]","[0.4666666666666667, 0.5333333333333333]","[0.5, 0.5714285714285714]","[0.4827586156956005, 0.5517241329369797]","[0.6304371465854719, 0.7677606674262192]","[1.0669733992029681e-231, 1.0669733992029681e-231]","[0.5336967507332807, 0.6808091798165097]",0.7784955471412445,0.9657619270514628,0.9740748250318767,0.030823348438871766,0.6568867001740705
371,5.0,5.0,6.0,-3.0390894412994385,-3.041201114654541,"[0.7992697358131409, 0.9743146896362305]","[0.8338764309883118, 0.9562263488769531]","[0.8162064552307129, 0.9651857614517212]","[0.5, 1.0]","[0.5555555555555556, 0.9090909090909091]","[0.5263157844875347, 0.9523809473922903]","[0.36363636363636365, 0.9090909090909091]","[0.4, 0.8333333333333334]","[0.3809523759637189, 0.8695652124007562]","[0.5, 1.0]","[0.5555555555555556, 0.9090909090909091]","[0.5263157844875347, 0.9523809473922903]","[0.5641570532280915, 0.9382276400493084]","[1.2395288183339461e-231, 1.2395288183339461e-231]","[0.5195986400531352, 0.8641579632996357]",0.946715551636848,0.9885234954811937,0.9883348182325591,0.76151254230874,0.9127902853408308
372,5.0,5.0,5.0,-3.525970935821533,-4.016964912414551,"[0.8431700468063354, 0.8930672407150269]","[0.8479251265525818, 0.8051809072494507]","[0.8455409407615662, 0.8468499779701233]","[0.875, 0.75]","[0.875, 0.6]","[0.874999995, 0.6666666617283951]","[0.7777777777777778, 0.6666666666666666]","[0.7777777777777778, 0.5454545454545454]","[0.7777777727777778, 0.5999999950500001]","[0.875, 0.75]","[0.875, 0.6]","[0.874999995, 0.6666666617283951]","[0.8861997310842195, 0.6994631115400857]","[1.1896457329133973e-231, 1.3165594234639305e-231]","[0.8683321063634187, 0.6355063528038476]",0.8528409604772055,0.9282800352958495,0.9565680131509543,0.017554968110066547,0.6341343388522901
373,6.0,6.0,6.0,-3.383521795272827,-4.094941139221191,"[0.9245688915252686, 0.8674854040145874]","[0.9094874858856201, 0.9238569736480713]","[0.9169661998748779, 0.8947842121124268]","[0.9090909090909091, 0.8181818181818182]","[0.9090909090909091, 1.0]","[0.9090909040909091, 0.8999999950500001]","[0.8333333333333334, 0.6666666666666666]","[0.8333333333333334, 0.8]","[0.8333333283333335, 0.7272727223140496]","[0.9090909090909091, 0.8181818181818182]","[0.9090909090909091, 1.0]","[0.9090909040909091, 0.8999999950500001]","[0.922865595942519, 0.9635778541651429]","[1.2395288183339461e-231, 1.1200407237786664e-231]","[0.8495800374428789, 0.8089900390215288]",0.643435535602267,0.4182966220650156,0.6711434474122457,0.00599272130618329,0.36514426359448154
374,5.0,6.0,5.0,-3.667501211166382,-3.573514461517334,"[0.9153934717178345, 0.7707465887069702]","[0.8683528900146484, 0.8787083625793457]","[0.891252875328064, 0.8211942911148071]","[0.9230769230769231, 0.5384615384615384]","[0.75, 0.7777777777777778]","[0.8275862019500595, 0.6363636315289257]","[0.6428571428571429, 0.21428571428571427]","[0.5294117647058824, 0.3333333333333333]","[0.5806451563371489, 0.26086956045368626]","[0.7692307692307693, 0.46153846153846156]","[0.625, 0.6666666666666666]","[0.6896551674673009, 0.5454545406198348]","[0.7997898159898477, 0.7742990654205608]","[1.1808001696991507e-231, 1.0669733992029681e-231]","[0.666419489405486, 0.4998297103613182]",0.902310315066157,0.9813794965017857,0.9825952134123936,0.48863405797360604,0.8175362559625952
375,6.0,6.0,6.0,-3.151662588119507,-3.4496097564697266,"[0.8762190341949463, 0.7848647832870483]","[0.7987212538719177, 0.7786253690719604]","[0.8356772661209106, 0.7817326188087463]","[0.7272727272727273, 0.5454545454545454]","[0.5714285714285714, 0.5]","[0.639999995072, 0.5217391254442345]","[0.45454545454545453, 0.18181818181818182]","[0.3333333333333333, 0.15384615384615385]","[0.3846153797337278, 0.16666666170138905]","[0.6363636363636364, 0.45454545454545453]","[0.5, 0.4166666666666667]","[0.5599999950720002, 0.434782603705104]","[0.6088818082246342, 0.551558752997602]","[1.1409851298103347e-231, 1.1409851298103347e-231]","[0.520568696055087, 0.4611663907189346]",0.9129494502701352,0.9824623902232434,0.9839691911214656,0.2974375925244933,0.7546230579564007
376,6.0,5.0,5.0,-3.3202853202819824,-3.4166524410247803,"[0.7699779272079468, 0.9622213244438171]","[0.7973164319992065, 0.9783775806427002]","[0.7834087014198303, 0.9702321887016296]","[0.5, 0.9166666666666666]","[0.6, 1.0]","[0.5454545404958678, 0.9565217341398866]","[0.3076923076923077, 0.8461538461538461]","[0.4, 0.9166666666666666]","[0.34782608204158794, 0.879999995008]","[0.5, 0.9166666666666666]","[0.6, 1.0]","[0.5454545404958678, 0.9565217341398866]","[0.6048387096774195, 0.9922001471670346]","[1.0832677820940877e-231, 1.0832677820940877e-231]","[0.5640769207280172, 0.8819122621369911]",0.893120563748554,0.9849337327029593,0.985593262087569,0.6064727340742755,0.8589999096216013
377,4.5,5.5,5.0,-3.088361978530884,-3.318229913711548,"[0.8535974025726318, 0.9150314331054688]","[0.8550965189933777, 0.8832859396934509]","[0.8543462753295898, 0.8988784551620483]","[0.8, 1.0]","[0.8, 0.9090909090909091]","[0.7999999950000002, 0.9523809473922903]","[0.6, 0.8]","[0.6, 0.7272727272727273]","[0.5999999950000001, 0.7619047569160999]","[0.8, 0.9]","[0.8, 0.8181818181818182]","[0.7999999950000002, 0.8571428521541952]","[0.7957957957957958, 0.9130060292850991]","[1.1640469867513693e-231, 1.2882297539194154e-231]","[0.7122214100963933, 0.8184312202370292]",0.9299396082517056,0.9361815693938468,0.9569236757101723,0.44045427380317903,0.7778531729690661
378,5.0,4.0,4.5,-3.013932704925537,-3.363182783126831,"[0.8859555721282959, 0.7579470276832581]","[0.901738166809082, 0.6481414437294006]","[0.8937771916389465, 0.698756754398346]","[0.7857142857142857, 0.7857142857142857]","[0.9166666666666666, 0.5238095238095238]","[0.8461538411834321, 0.6285714237714286]","[0.6, 0.3333333333333333]","[0.6923076923076923, 0.2]","[0.6428571378826532, 0.24999999531250006]","[0.7857142857142857, 0.42857142857142855]","[0.9166666666666666, 0.2857142857142857]","[0.8461538411834321, 0.3428571380571429]","[0.8132201806290875, 0.44034536891679743]","[1.0669733992029681e-231, 1.268852357850863e-231]","[0.8338532664291842, 0.27058825691951205]",0.8418435427964867,0.8915454351054359,0.9252302997462561,0.16191781942169348,0.6595645180911286
